Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords
DAVID-ANDERSEN AS,NO,Norvège,OSLO,POSTBOKS 773  SENTRUM,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items,Retail,"BUTIKKHANDEL MED GULL- OG SØLVVARER, SAMT INVESTERING I ANDRE SELSKAPER.",Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items [source: Bureau van Dijk],www.david-andersen.no,1,1,0,15,13,12,YES,NO,NO,,David-Andersen | Din gullsmed - Se vÃ¥rt utvalg og bestill idag,"Se vÃ¥rt store utvalg av egenproduserte smykkekolleksjoner og en rekke kjente merkevarer. Velkommen til gode og inspirerende opplevelser, vÃ¥re eksperte","gullsmed, david-andersen, david andersen, giftering, ringer, smykker, forlovelsesring, armbÃ¥nd, klokker",,,
COLELLA GROUP S.R.L.,IT,Italie,NAPOLI,VIA VINCENZO RUIZ ARANGIO 42,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],lnx.spadaroma.com,1,1,1,15,12,19,YES,NO,NO,www.spadaroma.com,,,,Spada Roma - Abbigliamento e Accessori Uomo,Spada Roma fonde la tradizione dell’arte sartoriale italiana con le ultime tendenze della moda maschile contemporanea.,
ROBERTO JOYERO VIGO SL,ES,Espagne,VIGO,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals",Wholesale; Retail,Fabricación y comercialización de artículos de relojería y joyería.,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.robertojoyero.com,5,3,3,15,9,11,YES,NO,NO,,Alta Joyería y Relojería en Vigo - Roberto Joyero,En Roberto Joyero ofrecemos a nuestros clientes uno de los más amplios catálogos de productos de alta joyería y relojería de Vigo. No dudes en contactarnos.,,,,
GARIBALDINA S.R.L.,IT,Italie,RHO,CORSO GIUSEPPE GARIBALDI 23,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail trade of footwear and other related leather products,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail trade of footwear and other related leather products [source: Bureau van Dijk],www.garibaldinacalzature.it,2,0,1,14,11,14,YES,NO,NO,,Garibaldina Calzature ▷ Il tuo Negozio di Scarpe Online,Shop Online di Scarpe | Uomo | Donna | Bambino | Eleganti | Sportive | Confortevoli | alla Moda. Spedizione Gratis* > Visita lo shop.,,,,
MGCGROUP MEGACALZADO IBERICA SL,ES,Espagne,ORKOIEN,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail distribution of footwear and related products,Retail,"Comercio al por menor de calzado de niño, señora, caballero y deportivo.",Engaged in the retail distribution of footwear and related products [source: Bureau van Dijk],www.megacalzado.com,1,1,0,14,13,16,YES,NO,NO,,Zapatería Online | Calzado de moda a buen precio - Megacalzado,"Tu zapatería online donde encontrarás, zapatos, botines, sandalias, deportivas. Compra zapatos para mujer online, para hombre, niño y niña.","tienda online, venta zapatos online, compra online, megacalzado, zapatos megacalzado, zapatos mujer moda, zapatos mujer online, marcas zapatos mujer, zapatos mujer baratos",,,
CUMINI TRE S.R.L.,IT,Italie,GEMONA DEL FRIULI,VIA SAN DANIELE 3,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the sale of clothing and accessories,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the sale of clothing and accessories [source: Bureau van Dijk],www.cumini.it,0,1,0,14,13,15,YES,NO,NO,www.cumini.com,,,,Moda di lusso Uomo Donna dei migliori Brand  - Cumini,"Scopri la nostra selezione di moda di lusso uomo, donna dei migliori brand come Prada, Balenciaga , Saint Laurent e molto altro!",Cumini
PRENATAL SINGLE MEMBER S.A.,GR,Grèce,PIRAEUS,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of maternity and baby clothes and nursery equipment,Wholesale,,"Exclusive imports and trade of children's wear, white linen, cosmetics and furniture, baby goods, maternity garments and toys (also via internet). Franchising",www.prenatal.gr,-2,-3,-1,14,10,13,YES,YES,,,Prénatal Store Online | Prénatal Store Online,,,,,
ELEGANTKA,RU,Fédération de Russie,MOSCOW,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,"???????? ???????, ?????? ? ????????????","Sale of clothes, footware and accessories",www.fursk.ru,-1,0,-1,14,12,21,YES,YES,,,,,,,,
SUIT S.R.L.,IT,Italie,LECCE,VIA 140 REGGIMENTO FANTERIA 12,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.suitnegozi.com,2,1,1,14,12,9,YES,NO,NO,,Suit Negozi | Il meglio della Moda di Lusso online,Scopri l'eleganza e la qualità della moda di lusso su Suit Negozi. Collezioni esclusive per chi ama distinguersi con stile. Spedizioni in 24/48h!,,,,
M&A EXPORT S.R.L.,IT,Italie,MAZZE,VIA ITALIA 21,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,maexport.app,2,1,1,14,7,7,YES,NO,NO,,,,,,,
MANTOVANI S.R.L.,IT,Italie,CARATE BRIANZA,CORSO DELLA LIBERTA' 15,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of a range of clothing products and accessories,Wholesale,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the wholesale distribution of a range of clothing products and accessories [source: Bureau van Dijk],mantovanistore.com/it_it,0,-1,1,14,12,14,YES,YES,,"www.mantovanistore.com
www.distilleriemantovani.it",Mantovani Boutique Store,An accurate selection of best luxury brands: discover it in our boutique in Carate Brianza near Monza and online.,,,,
BIG BRAND SOLE SHAREHOLDER CO. LTD,GR,Grèce,RETHYMNO,,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as an online clothing store that caters to all those who love athletic and casual outfits,Retail,,"Trade of sportswear, sports shoes and sports goods (also sales via internet)",www.heavenofbrands.com,1,0,-1,14,12,12,YES,NO,NO,,Winter Sale  | HeavenOfBrands.com ...all about sports,Ανακάλυψε την μεγαλύτερη συλλογή αθλητικών ειδών από τα κορυφαία brands της αγοράς.,"Heavenofbrands, heavenofbrands, αθλητικό κατάστημα, eshop, e-shop, παπούτσια, αθλητικά παπούτσια",,,
BRENTA,RU,Fédération de Russie,MOSCOW,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the marketing and sale of furniture and home furnishings,Wholesale; Retail,,Engaged in the marketing and sale of furniture and home furnishings [source: Bureau van Dijk],,1,0,1,14,8,11,YES,NO,NO,,,,,,,
ADAMAKOS BROS S.A.,GR,Grèce,PERISTERI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale and retail marketing of men's fashion and clothing items,Wholesale; Retail,,"Imports and trade of men's wear, shoes and accessories (also via internet). Real Estate lessors",www.adamakos.gr,3,1,1,14,9,15,YES,NO,NO,,,,,,,
GLEN,RU,Fédération de Russie,MOSCOW,"UL. KASATKINA D. 3, ET 4 POM4",4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing store,Retail,"????????? ???????? ??????? (????? Glenfield, Flo&Jo, Braccialini)","Retail sale of clothing (brands Glenfield, Flo&Jo, Braccialini)",www.flo-jo.ru,1,1,0,14,10,21,YES,NO,NO,glenfield.ru,Error,,,Glenfield – итальянская марка трикотажа – официальный интернет-магазин одежды,"Купить одежду из итальянского трикотажа Glenfield в официальном интернет-магазине. Посмотреть полный каталог Glenfield с ценами и описаниями. Весь товар в наличии, доставка, онлайн-заказ.","glenfield, магазин трикотажа"
PROGETTO MODA S.R.L.,IT,Italie,ALTAMURA,PIAZZA ZANARDELLI N. 11,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of clothing and accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail distribution of clothing and accessories [source: Bureau van Dijk],www.anteprimaextra.com,1,1,0,14,11,11,YES,NO,NO,www.progettomoda.it,ANTEPRIMA EXTRA,,,"Progetto Moda: abbigliamento promozionale, gadget e accessori. Dal 1991","Dal 1991 siamo la risposta migliore ad ogni esigenza promozionale. Siamo il partner ideale per vestire il tuo marchio: vestiamo persone, oggetti, spazi",
"UNIFATO - CONFECCOES DO CENTRO, LDA",PT,Portugal,REGUENGO DO FETAL,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing,Retail,"Comercialização de artigos de vestuário/ Produção de eletricidade de origem eólica, geotérmica, solar e de origem, n.e.",Engaged in the retail sale of clothing [source: Bureau van Dijk],www.unifato.pt,1,0,1,13,16,28,YES,NO,NO,,Unifato,"Com capital 100% Português, o Grupo Unifato é detentor de várias empresas de dí­spares sectores de atividade, sendo o seu core business inequivocamente o retalho de vestuário.","Grupo Unifato, Mango, Nike, Salsa, Giovanni Galli, UpStyle, Ponto Negro, Unifato The Fashion Outlet, Upstyle Outlet Strada, confeção têxtil, lojas multimarca, Leiria, Reguengo do Fétal, Lisboa, Roupa, Santarém, Oeiras, Strada, Outlet, Caldas da Rainha, Entroncamento, Viseu, Figueira da Foz, Foz Plaza, Shopping, Alfragide, Abrantes, Rio Maior, Alcobaça, Fátima, Recrutamento, Ofertas de emprego, Marca, Guess, Fracomina, Pepe Jeans, Fred Perry, Gant, Trussardi, Hugo Boss, Desigual, Love Moschino, Only, Antony Morato, Molly Bracken, Aston Martin, Calvin Klein, le Coq Sportif, Ralph Lauren, Rockport, Timberland, Tommy Hilfiger, Bugatti, Eskey, Esprit, Armani Exchange",,,
MARC TENSEN,BE,Belgique,ANTWERPEN,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry and watch stores,Retail,,Engaged in the operation of jewelry and watch stores [source: Bureau van Dijk],www.tensen.be,2,0,0,13,9,11,YES,NO,NO,,TenSen Juweliers | Home - Welkom bij TenSen Juweliers,"TenSen Juweliers is uw partner voor luxueuse horloges en accessoires. Wij verdelen Rolex, Patek Philippe en meer.",,,,
CAMPARINI S.R.L.,IT,Italie,REGGIO NELL'EMILIA,VIA EMILIA SAN PIETRO 29/C,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals",Wholesale,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.camparinigioielli.com,2,1,1,13,11,12,YES,NO,NO,,CAMPARINI | Gioielleria e vendita Rolex a Reggio Emilia e Parma,Da Camparini puoi acquistare gioielli e orologi di lusso giovando di un'assistenza completa ed un esperienza d'acquisto di pregio. Ci troviamo a Reggio Emilia e Parma.,,,,
NIKOLAOS P. SAKELLARIS S.A.,GR,Grèce,ATHENS,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,"Representation, imports and trade of anatomic shoes (sales also via internet)",www.sakellaris.gr,4,2,3,13,8,11,YES,NO,NO,,Ανατομικά Σακελλάρη  | Sakellaris.gr,"Tο 1985 ο ιδρυτής της εταιρείας μας Νικόλαος Σακελλάρης ξεκίνησε την επαγγελματική του δραστηριότητα στον χώρο των ανατομικών υποδημάτων μέσα από το ιστορικό κατάστημα της  οδού Ερμού στη πλατεία Συντάγματος.
Έκτοτε με σταθερά βήματα κατακτήσαμε την Ελληνική αγορά προσφέροντας στους πελάτες μας τις κορυφαίες φίρμες ανατομικών υποδημάτων όπως Birkenstock,Gabor, Mephisto,Donna Serena κ.ο.κ. που υπάρχουν στα ευρωπαϊκά καταστήματα.
Επενδύοντας συνεχώς στην υψηλή ποιότητα με σύγχρονο design και τεχνογνωσία απευθυνόμαστε σε εκείνους που θέλουν ή χρειάζονται να φορούν ότι πιο κομψό και αναπαυτικό κυκλοφορεί στην Ευρωπαϊκή αγορά, προσπαθώντας να τηρούμε την ορθολογικότερη αναλογία ποιότητας - τιμής.",,,,
FILNUM S.P.A.,IT,Italie,PARMA,GALLERIA POLIDORO 2/C,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the professional operator in the gold trade,Wholesale,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the professional operator in the gold trade [source: Bureau van Dijk],www.filnum.it,0,0,0,13,17,16,YES,NO,NO,,FILNUM: operatore professionale commercio in oro. Monete e lingotti in metalli preziosi per investimento.,"Filnum investimento: vendita online di monete (sterline, marenghi, krugerrand, ecc.) e lingotti in oro per investimento.","FILNUM, oro, investimento, monete, lingotti, bullion, sterline, marenghi, once, argento, diamanti",,,
LOSCHI SRL,IT,Italie,TREVISO,VIA MARTIRI DELLA LIBERTA' 10,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Operates as a clothing store [source: Bureau van Dijk],loschiboutique.com,1,0,0,13,12,12,YES,NO,NO,www.loschiboutique.com,"Abbigliamento Loschi Boutique: Borse, Scarpe, Accessori - Loschi Boutique","Acquista da Loschi Boutique il tuo brand preferito. Abbigliamento, scarpe, accessori, borse donna e abbigliamento uomo dei migliori brand: Gucci, Dolce e Gabbana, Versace, Fendi...",,"Abbigliamento Loschi Boutique: Borse, Scarpe, Accessori - Loschi Boutique","Acquista da Loschi Boutique il tuo brand preferito. Abbigliamento, scarpe, accessori, borse donna e abbigliamento uomo dei migliori brand: Gucci, Dolce e Gabbana, Versace, Fendi...",
GROUP 88 NUF,NO,Norvège,OSLO,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,GROSSIST DETALJIST LÆRVARER.,,group88.dk,1,0,0,13,11,12,YES,NO,NO,,Group 88 – The Preferred Partner in Luxury,,,,,
YAR,RU,Fédération de Russie,KRASNOYARSK,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],,2,0,1,13,8,13,YES,NO,NO,,,,,,,
GLOBUS CONFEZIONI S.P.A.,IT,Italie,BOLZANO,PIAZZA DEL MUNICIPIO 4/A,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing and related accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail trade of clothing and related accessories [source: Bureau van Dijk],www.globus-mode.it,0,-1,0,13,9,15,YES,NO,YES,www.globus-mode.com,,,,Mode für mich - Globus Mode | Bozen | Meran | Brixen | Bruneck,"globus Mode. Mode für mich. In unseren 4 Filialen in Bozen, Meran, Brixen und Bruneck findest du trendige Mode für Dich. Ob Jung oder Junggeblieben, nutze unseren Personal Shopping Service oder freu' dich einfach nur über unser unschlagbares Preis-/Leistungsverhältnis.",
LAATUKORU OY,FI,Finlande,HYVINKAA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of jewelry products and other valuable goods in Finland,Retail,"Yhtiön toimialana on kello- ja kultasepänalan kauppa ja valmistustoiminta sekä kaikki niihin liittyvä toiminta. Yhtiö voi harjoittaa käytettyjen tavaroiden osto-, myynti- ja välitysliiketoimintaa. Yhtiö voi myös omistaa ja hallita kiinteistöjä sekä vuokrata niissä sijaitsevia huoneistoja ulkopuolisille. Lisäksi yhtiö voi käydä arvopaperikauppaa ja harjoittaa sijoitustoimintaa. Yhtiö voi antaa vakuuksia ja takauksia muiden yhtiöiden ja henkilöiden veloista ja vastuista.","Yhtion toimialana on kello- ja kultasepanalan kauppa ja valmistustoiminta seka kaikki niihin liittyva toiminta. Yhtio voi harjoittaa kaytettyjen tavaroiden osto-, myynti- ja valitysliiketoimintaa. Yhtio voi myos omistaa ja hallita kiinteistoja seka vuokrata niissa sijaitsevia huoneistoja ulkopuolisille. Lisaksi yhtio voi kayda arvopaperikauppaa ja harjoittaa sijoitustoimintaa. Yhtio voi antaa vakuuksia ja takauksia muiden yhtioiden ja henkiloiden veloista ja vastuista.",www.laatukoru.fi,0,0,0,12,10,9,YES,NO,NO,,Timanttisormukset - Kihlasormukset - Vihkisormukset - Laatukoru,"Tuhansien tuotteiden valikoima sormuksia, koruja, kelloja, älykelloja ja lahjatavaroita. 30 päivän vaihto- ja palautusoikeus. Tutustu verkkokauppaan.",,,,
